33.0,-49.3,19918,1256171124
34.7,-46.1,19918,1256171125
35.8,-42.5,19918,1256171126
36.5,-38.7,19918,1256171127
36.8,-35.0,19918,1256171128
37.0,-31.9,19918,1256171129
37.1,-29.3,19918,1256171130
37.3,-27.2,19918,1256171131
37.7,-25.9,19918,1256171132
37.9,-25.2,19918,1256171133
38.8,-23.3,19918,1256171134
39.5,-21.5,19918,1256171135
18.9,-85.7,19919,1256171118
19.5,-85.1,19919,1256171119
20.3,-84.1,19919,1256171120
21.2,-83.1,19919,1256171121
22.4,-81.8,19919,1256171122
23.9,-80.8,19919,1256171123
24.5,-80.5,19919,1256171124
25.2,-79.8,19919,1256171125
26.5,-78.5,19919,1256171126
30.0,-75.5,19919,1256171127
13.4,-42.3,199110,1256171118
13.7,-43.6,199110,1256171119
13.8,-44.9,199110,1256171120
14.0,-46.4,199110,1256171121
14.1,-47.7,199110,1256171122
27.1,-64.9,199111,1256171118
27.1,-65.2,199111,1256171119
27.2,-65.5,199111,1256171120
27.3,-66.0,199111,1256171121
27.5,-66.5,199111,1256171122
28.1,-67.1,199111,1256171123
28.9,-66.9,199111,1256171124
29.8,-66.4,199111,1256171125
30.8,-67.2,199111,1256171126
31.6,-68.1,199111,1256171127
32.2,-68.5,199111,1256171128
32.3,-68.5,199111,1256171129
32.4,-67.8,199111,1256171130
31.8,-66.8,199111,1256171131
31.6,-65.3,199111,1256171132
31.5,-63.2,199111,1256171133
31.5,-61.8,199111,1256171134
32.5,-59.0,199111,1256171135
44.0,-59.0,199112,1256171118
43.0,-57.5,199112,1256171119
42.5,-55.5,199112,1256171120
41.0,-56.0,199112,1256171121
39.5,-57.5,199112,1256171122
39.0,-59.5,199112,1256171123
39.0,-61.5,199112,1256171124
39.0,-63.5,199112,1256171125
39.6,-65.8,199112,1256171126
40.0,-68.5,199112,1256171127
39.0,-71.0,199112,1256171128
37.7,-71.5,199112,1256171129
36.7,-71.5,199112,1256171130
36.0,-70.0,199112,1256171131
36.2,-68.5,199112,1256171132
37.0,-67.0,199112,1256171133
38.2,-66.5,199112,1256171134
39.5,-65.7,199112,1256171135
41.6,-64.7,199112,1256171136
44.0,-63.6,199112,1256171137
46.3,-62.6,199112,1256171138
24.0,-59.0,19921,1256171118
24.2,-60.0,19921,1256171119
24.5,-61.0,19921,1256171120
24.9,-61.5,19921,1256171121
25.2,-62.0,19921,1256171122
25.5,-62.4,19921,1256171123
25.6,-63.1,19921,1256171124
25.6,-63.5,19921,1256171125
25.6,-63.7,19921,1256171126
25.7,-63.5,19921,1256171127
25.7,-63.1,19921,1256171128
25.7,-62.6,19921,1256171129
25.7,-62.0,19921,1256171130
25.7,-61.1,19921,1256171131
24.5,-85.5,19922,1256171118
25.7,-85.5,19922,1256171119
27.0,-84.5,19922,1256171120
27.6,-84.0,19922,1256171121
28.5,-82.9,19922,1256171122
28.6,-62.1,19923,1256171118
28.8,-62.7,19923,1256171119
29.1,-62.8,19923,1256171120
29.5,-62.7,19923,1256171121
29.8,-62.2,19923,1256171122
30.2,-61.3,19923,1256171123
30.8,-59.9,19923,1256171124
31.2,-58.0,19923,1256171125
10.8,-35.5,19924,1256171118
11.2,-37.4,19924,1256171119
11.7,-39.6,19924,1256171120
12.3,-42.0,19924,1256171121
13.1,-44.2,19924,1256171122
13.6,-46.2,19924,1256171123
14.1,-48.0,19924,1256171124
14.6,-49.9,19924,1256171125
15.4,-51.8,19924,1256171126
16.3,-53.5,19924,1256171127
17.2,-55.3,19924,1256171128
18.0,-56.9,19924,1256171129
18.8,-58.3,19924,1256171130
19.8,-59.3,19924,1256171131
20.7,-60.0,19924,1256171132
21.7,-60.7,19924,1256171133
22.5,-61.5,19924,1256171134
23.2,-62.4,19924,1256171135
23.9,-63.3,19924,1256171136
24.4,-64.2,19924,1256171137
24.8,-64.9,19924,1256171138
25.3,-65.9,19924,1256171139
25.6,-67.0,19924,1256171140
25.8,-68.3,19924,1256171141
25.7,-69.7,19924,1256171142
25.6,-71.1,19924,1256171143
25.5,-72.5,19924,1256171144
25.4,-74.2,19924,1256171145
25.4,-75.8,19924,1256171146
25.4,-76.6,19924,1256171147
25.4,-77.5,19924,1256171148
25.4,-77.8,19924,1256171149
25.4,-79.3,19924,1256171150
25.5,-80.2,19924,1256171151
25.5,-80.3,19924,1256171152
25.6,-81.2,19924,1256171153
25.8,-83.1,19924,1256171154
26.2,-85.0,19924,1256171155
26.6,-86.7,19924,1256171156
27.2,-88.2,19924,1256171157
27.8,-89.6,19924,1256171158
28.5,-90.5,19924,1256171159
29.2,-91.3,19924,1256171160
29.6,-91.5,19924,1256171161
30.1,-91.7,19924,1256171162
30.9,-91.6,19924,1256171163
31.5,-91.1,19924,1256171164
32.1,-90.5,19924,1256171165
32.8,-89.6,19924,1256171166
33.6,-88.4,19924,1256171167
34.4,-86.7,19924,1256171168
35.4,-84.0,19924,1256171169
33.8,-59.0,19925,1256171118
33.5,-58.3,19925,1256171119
33.7,-58.0,19925,1256171120
34.0,-57.9,19925,1256171121
